language_1,language_2,jaccard,model,source
de,ur,0.015286624203821656,llama3,canonical_revoked
en,ur,0.020338983050847456,llama3,canonical_revoked
hi,ur,0.020066889632107024,llama3,canonical_revoked
ig,ur,0.022033898305084745,llama3,canonical_revoked
it,ur,0.015894039735099338,llama3,canonical_revoked
ko,ur,0.015647226173541962,llama3,canonical_revoked
ru,ur,0.013924050632911392,llama3,canonical_revoked
tr,ur,0.015056461731493099,llama3,canonical_revoked
ur,ur,1.0,llama3,canonical_revoked
yo,ur,0.02737226277372263,llama3,canonical_revoked
de,yo,0.06412005457025921,llama3,canonical_revoked
en,yo,0.05026929982046679,llama3,canonical_revoked
hi,yo,0.024179620034542316,llama3,canonical_revoked
ig,yo,0.1790744466800805,llama3,canonical_revoked
it,yo,0.07758620689655173,llama3,canonical_revoked
ko,yo,0.025,llama3,canonical_revoked
ru,yo,0.01950585175552666,llama3,canonical_revoked
tr,yo,0.08493150684931507,llama3,canonical_revoked
ur,yo,0.02737226277372263,llama3,canonical_revoked
yo,yo,1.0,llama3,canonical_revoked
de,de,1.0,qwen3,flores
en,de,0.14676640469652494,qwen3,flores
hi,de,0.019312120654772853,qwen3,flores
ig,de,0.22639793908167904,qwen3,flores
it,de,0.21593616007622676,qwen3,flores
ko,de,0.05548619780829519,qwen3,flores
ru,de,0.025160275795330832,qwen3,flores
tr,de,0.22322348094747682,qwen3,flores
ur,de,0.01611852816672094,qwen3,flores
yo,de,0.20029761904761906,qwen3,flores
de,en,0.14676640469652494,qwen3,flores
en,en,1.0,qwen3,flores
hi,en,0.016117426967909052,qwen3,flores
ig,en,0.1713380453326834,qwen3,flores
it,en,0.1766830540784589,qwen3,flores
ko,en,0.050161067648412334,qwen3,flores
ru,en,0.02177691442592782,qwen3,flores
tr,en,0.14492000831082485,qwen3,flores
ur,en,0.013584117032392894,qwen3,flores
yo,en,0.1828952239911144,qwen3,flores
de,hi,0.019312120654772853,qwen3,flores
en,hi,0.016117426967909052,qwen3,flores
hi,hi,1.0,qwen3,flores
ig,hi,0.040697674418604654,qwen3,flores
it,hi,0.0197667523225934,qwen3,flores
ko,hi,0.054388133498145856,qwen3,flores
ru,hi,0.028528528528528527,qwen3,flores
tr,hi,0.024626006904487917,qwen3,flores
ur,hi,0.060552092609082814,qwen3,flores
yo,hi,0.04107697618225751,qwen3,flores
de,ig,0.22639793908167904,qwen3,flores
en,ig,0.1713380453326834,qwen3,flores
hi,ig,0.040697674418604654,qwen3,flores
ig,ig,1.0,qwen3,flores
it,ig,0.2371630295250321,qwen3,flores
ko,ig,0.08400509121764956,qwen3,flores
ru,ig,0.03265940902021773,qwen3,flores
tr,ig,0.2790867579908676,qwen3,flores
ur,ig,0.02689352360043908,qwen3,flores
yo,ig,0.3810468866286281,qwen3,flores
de,it,0.21593616007622676,qwen3,flores
en,it,0.1766830540784589,qwen3,flores
hi,it,0.0197667523225934,qwen3,flores
ig,it,0.2371630295250321,qwen3,flores
it,it,1.0,qwen3,flores
ko,it,0.05813442670962073,qwen3,flores
ru,it,0.027164254887027166,qwen3,flores
tr,it,0.22914139371883002,qwen3,flores
ur,it,0.01472371384029101,qwen3,flores
yo,it,0.22672840491777105,qwen3,flores
de,ko,0.05548619780829519,qwen3,flores
en,ko,0.050161067648412334,qwen3,flores
hi,ko,0.054388133498145856,qwen3,flores
ig,ko,0.08400509121764956,qwen3,flores
it,ko,0.05813442670962073,qwen3,flores
ko,ko,1.0,qwen3,flores
ru,ko,0.025200672017920478,qwen3,flores
tr,ko,0.060862489829129375,qwen3,flores
ur,ko,0.02614173228346457,qwen3,flores
yo,ko,0.07942238267148015,qwen3,flores
de,ru,0.025160275795330832,qwen3,flores
en,ru,0.02177691442592782,qwen3,flores
hi,ru,0.028528528528528527,qwen3,flores
ig,ru,0.03265940902021773,qwen3,flores
it,ru,0.027164254887027166,qwen3,flores
ko,ru,0.025200672017920478,qwen3,flores
ru,ru,1.0,qwen3,flores
tr,ru,0.027406789092932666,qwen3,flores
ur,ru,0.016514666009366526,qwen3,flores
yo,ru,0.03138002773925104,qwen3,flores
de,tr,0.22322348094747682,qwen3,flores
en,tr,0.14492000831082485,qwen3,flores
hi,tr,0.024626006904487917,qwen3,flores
ig,tr,0.2790867579908676,qwen3,flores
it,tr,0.22914139371883002,qwen3,flores
ko,tr,0.060862489829129375,qwen3,flores
ru,tr,0.027406789092932666,qwen3,flores
tr,tr,1.0,qwen3,flores
ur,tr,0.018588095708918333,qwen3,flores
yo,tr,0.252198887093879,qwen3,flores
de,ur,0.01611852816672094,qwen3,flores
en,ur,0.013584117032392894,qwen3,flores
hi,ur,0.060552092609082814,qwen3,flores
ig,ur,0.02689352360043908,qwen3,flores
it,ur,0.01472371384029101,qwen3,flores
ko,ur,0.02614173228346457,qwen3,flores
ru,ur,0.016514666009366526,qwen3,flores
tr,ur,0.018588095708918333,qwen3,flores
ur,ur,1.0,qwen3,flores
yo,ur,0.024544953116381687,qwen3,flores
de,yo,0.20029761904761906,qwen3,flores
en,yo,0.1828952239911144,qwen3,flores
hi,yo,0.04107697618225751,qwen3,flores
ig,yo,0.3810468866286281,qwen3,flores
it,yo,0.22672840491777105,qwen3,flores
ko,yo,0.07942238267148015,qwen3,flores
ru,yo,0.03138002773925104,qwen3,flores
tr,yo,0.252198887093879,qwen3,flores
ur,yo,0.024544953116381687,qwen3,flores
yo,yo,1.0,qwen3,flores
de,de,1.0,qwen3,canonical_active
en,de,0.03826530612244898,qwen3,canonical_active
hi,de,0.02329450915141431,qwen3,canonical_active
ig,de,0.08445040214477212,qwen3,canonical_active
it,de,0.06557377049180328,qwen3,canonical_active
ko,de,0.015590200445434299,qwen3,canonical_active
ru,de,0.015090543259557344,qwen3,canonical_active
tr,de,0.07454739084132056,qwen3,canonical_active
ur,de,0.017595307917888565,qwen3,canonical_active
yo,de,0.06536856745479833,qwen3,canonical_active
de,en,0.03826530612244898,qwen3,canonical_active
en,en,1.0,qwen3,canonical_active
hi,en,0.0340632603406326,qwen3,canonical_active
ig,en,0.05811965811965812,qwen3,canonical_active
it,en,0.053691275167785234,qwen3,canonical_active
ko,en,0.01977401129943503,qwen3,canonical_active
ru,en,0.018656716417910446,qwen3,canonical_active
tr,en,0.03802281368821293,qwen3,canonical_active
ur,en,0.024390243902439025,qwen3,canonical_active
yo,en,0.05301645338208409,qwen3,canonical_active
de,hi,0.02329450915141431,qwen3,canonical_active
en,hi,0.0340632603406326,qwen3,canonical_active
hi,hi,1.0,qwen3,canonical_active
ig,hi,0.034482758620689655,qwen3,canonical_active
it,hi,0.024475524475524476,qwen3,canonical_active
ko,hi,0.06517311608961303,qwen3,canonical_active
ru,hi,0.0214168039538715,qwen3,canonical_active
tr,hi,0.0231023102310231,qwen3,canonical_active
ur,hi,0.048109965635738834,qwen3,canonical_active
yo,hi,0.05013927576601671,qwen3,canonical_active
de,ig,0.08445040214477212,qwen3,canonical_active
en,ig,0.05811965811965812,qwen3,canonical_active
hi,ig,0.034482758620689655,qwen3,canonical_active
ig,ig,1.0,qwen3,canonical_active
it,ig,0.08033240997229917,qwen3,canonical_active
ko,ig,0.01991465149359886,qwen3,canonical_active
ru,ig,0.020050125313283207,qwen3,canonical_active
tr,ig,0.10298102981029811,qwen3,canonical_active
ur,ig,0.024640657084188913,qwen3,canonical_active
yo,ig,0.1748971193415638,qwen3,canonical_active
de,it,0.06557377049180328,qwen3,canonical_active
en,it,0.053691275167785234,qwen3,canonical_active
hi,it,0.024475524475524476,qwen3,canonical_active
ig,it,0.08033240997229917,qwen3,canonical_active
it,it,1.0,qwen3,canonical_active
ko,it,0.01611047180667434,qwen3,canonical_active
ru,it,0.015544041450777202,qwen3,canonical_active
tr,it,0.08287292817679558,qwen3,canonical_active
ur,it,0.018376722817764167,qwen3,canonical_active
yo,it,0.08223201174743025,qwen3,canonical_active
de,ko,0.015590200445434299,qwen3,canonical_active
en,ko,0.01977401129943503,qwen3,canonical_active
hi,ko,0.06517311608961303,qwen3,canonical_active
ig,ko,0.01991465149359886,qwen3,canonical_active
it,ko,0.01611047180667434,qwen3,canonical_active
ko,ko,1.0,qwen3,canonical_active
ru,ko,0.014380530973451327,qwen3,canonical_active
tr,ko,0.015503875968992248,qwen3,canonical_active
ur,ko,0.018612521150592216,qwen3,canonical_active
yo,ko,0.027439024390243903,qwen3,canonical_active
de,ru,0.015090543259557344,qwen3,canonical_active
en,ru,0.018656716417910446,qwen3,canonical_active
hi,ru,0.0214168039538715,qwen3,canonical_active
ig,ru,0.020050125313283207,qwen3,canonical_active
it,ru,0.015544041450777202,qwen3,canonical_active
ko,ru,0.014380530973451327,qwen3,canonical_active
ru,ru,1.0,qwen3,canonical_active
tr,ru,0.015015015015015015,qwen3,canonical_active
ur,ru,0.015988372093023256,qwen3,canonical_active
yo,ru,0.02119205298013245,qwen3,canonical_active
de,tr,0.07454739084132056,qwen3,canonical_active
en,tr,0.03802281368821293,qwen3,canonical_active
hi,tr,0.0231023102310231,qwen3,canonical_active
ig,tr,0.10298102981029811,qwen3,canonical_active
it,tr,0.08287292817679558,qwen3,canonical_active
ko,tr,0.015503875968992248,qwen3,canonical_active
ru,tr,0.015015015015015015,qwen3,canonical_active
tr,tr,1.0,qwen3,canonical_active
ur,tr,0.017467248908296942,qwen3,canonical_active
yo,tr,0.10142857142857142,qwen3,canonical_active
de,ur,0.017595307917888565,qwen3,canonical_active
en,ur,0.024390243902439025,qwen3,canonical_active
hi,ur,0.048109965635738834,qwen3,canonical_active
ig,ur,0.024640657084188913,qwen3,canonical_active
it,ur,0.018376722817764167,qwen3,canonical_active
ko,ur,0.018612521150592216,qwen3,canonical_active
ru,ur,0.015988372093023256,qwen3,canonical_active
tr,ur,0.017467248908296942,qwen3,canonical_active
ur,ur,1.0,qwen3,canonical_active
yo,ur,0.02702702702702703,qwen3,canonical_active
de,yo,0.06536856745479833,qwen3,canonical_active
en,yo,0.05301645338208409,qwen3,canonical_active
hi,yo,0.05013927576601671,qwen3,canonical_active
ig,yo,0.1748971193415638,qwen3,canonical_active
it,yo,0.08223201174743025,qwen3,canonical_active
ko,yo,0.027439024390243903,qwen3,canonical_active
ru,yo,0.02119205298013245,qwen3,canonical_active
tr,yo,0.10142857142857142,qwen3,canonical_active
ur,yo,0.02702702702702703,qwen3,canonical_active
yo,yo,1.0,qwen3,canonical_active
de,de,1.0,qwen3,canonical_revoked
en,de,0.0379746835443038,qwen3,canonical_revoked
hi,de,0.023064250411861616,qwen3,canonical_revoked
ig,de,0.08632138114209828,qwen3,canonical_revoked
it,de,0.06601731601731602,qwen3,canonical_revoked
ko,de,0.015486725663716814,qwen3,canonical_revoked
ru,de,0.015015015015015015,qwen3,canonical_revoked
tr,de,0.07489451476793249,qwen3,canonical_revoked
ur,de,0.017316017316017316,qwen3,canonical_revoked
yo,de,0.06473829201101929,qwen3,canonical_revoked
de,en,0.0379746835443038,qwen3,canonical_revoked
en,en,1.0,qwen3,canonical_revoked
hi,en,0.0340632603406326,qwen3,canonical_revoked
ig,en,0.05602716468590832,qwen3,canonical_revoked
it,en,0.05481283422459893,qwen3,canonical_revoked
ko,en,0.01977401129943503,qwen3,canonical_revoked
ru,en,0.0186799501867995,qwen3,canonical_revoked
tr,en,0.036523929471032744,qwen3,canonical_revoked
ur,en,0.02414486921529175,qwen3,canonical_revoked
yo,en,0.051001821493624776,qwen3,canonical_revoked
de,hi,0.023064250411861616,qwen3,canonical_revoked
en,hi,0.0340632603406326,qwen3,canonical_revoked
hi,hi,1.0,qwen3,canonical_revoked
ig,hi,0.034229828850855744,qwen3,canonical_revoked
it,hi,0.024305555555555556,qwen3,canonical_revoked
ko,hi,0.058704453441295545,qwen3,canonical_revoked
ru,hi,0.02145214521452145,qwen3,canonical_revoked
tr,hi,0.022950819672131147,qwen3,canonical_revoked
ur,hi,0.0472972972972973,qwen3,canonical_revoked
yo,hi,0.05,qwen3,canonical_revoked
de,ig,0.08632138114209828,qwen3,canonical_revoked
en,ig,0.05602716468590832,qwen3,canonical_revoked
hi,ig,0.034229828850855744,qwen3,canonical_revoked
ig,ig,1.0,qwen3,canonical_revoked
it,ig,0.08104395604395605,qwen3,canonical_revoked
ko,ig,0.019830028328611898,qwen3,canonical_revoked
ru,ig,0.02,qwen3,canonical_revoked
tr,ig,0.10201342281879194,qwen3,canonical_revoked
ur,ig,0.024242424242424242,qwen3,canonical_revoked
yo,ig,0.17586912065439672,qwen3,canonical_revoked
de,it,0.06601731601731602,qwen3,canonical_revoked
en,it,0.05481283422459893,qwen3,canonical_revoked
hi,it,0.024305555555555556,qwen3,canonical_revoked
ig,it,0.08104395604395605,qwen3,canonical_revoked
it,it,1.0,qwen3,canonical_revoked
ko,it,0.016036655211912942,qwen3,canonical_revoked
ru,it,0.015495867768595042,qwen3,canonical_revoked
tr,it,0.0845225027442371,qwen3,canonical_revoked
ur,it,0.01812688821752266,qwen3,canonical_revoked
yo,it,0.08005822416302766,qwen3,canonical_revoked
de,ko,0.015486725663716814,qwen3,canonical_revoked
en,ko,0.01977401129943503,qwen3,canonical_revoked
hi,ko,0.058704453441295545,qwen3,canonical_revoked
ig,ko,0.019830028328611898,qwen3,canonical_revoked
it,ko,0.016036655211912942,qwen3,canonical_revoked
ko,ko,1.0,qwen3,canonical_revoked
ru,ko,0.014396456256921373,qwen3,canonical_revoked
tr,ko,0.015435501653803748,qwen3,canonical_revoked
ur,ko,0.018456375838926176,qwen3,canonical_revoked
yo,ko,0.0273972602739726,qwen3,canonical_revoked
de,ru,0.015015015015015015,qwen3,canonical_revoked
en,ru,0.0186799501867995,qwen3,canonical_revoked
hi,ru,0.02145214521452145,qwen3,canonical_revoked
ig,ru,0.02,qwen3,canonical_revoked
it,ru,0.015495867768595042,qwen3,canonical_revoked
ko,ru,0.014396456256921373,qwen3,canonical_revoked
ru,ru,1.0,qwen3,canonical_revoked
tr,ru,0.014970059880239521,qwen3,canonical_revoked
ur,ru,0.015895953757225433,qwen3,canonical_revoked
yo,ru,0.02119205298013245,qwen3,canonical_revoked
de,tr,0.07489451476793249,qwen3,canonical_revoked
en,tr,0.036523929471032744,qwen3,canonical_revoked
hi,tr,0.022950819672131147,qwen3,canonical_revoked
ig,tr,0.10201342281879194,qwen3,canonical_revoked
it,tr,0.0845225027442371,qwen3,canonical_revoked
ko,tr,0.015435501653803748,qwen3,canonical_revoked
ru,tr,0.014970059880239521,qwen3,canonical_revoked
tr,tr,1.0,qwen3,canonical_revoked
ur,tr,0.017241379310344827,qwen3,canonical_revoked
yo,tr,0.09915014164305949,qwen3,canonical_revoked
de,ur,0.017316017316017316,qwen3,canonical_revoked
en,ur,0.02414486921529175,qwen3,canonical_revoked
hi,ur,0.0472972972972973,qwen3,canonical_revoked
ig,ur,0.024242424242424242,qwen3,canonical_revoked
it,ur,0.01812688821752266,qwen3,canonical_revoked
ko,ur,0.018456375838926176,qwen3,canonical_revoked
ru,ur,0.015895953757225433,qwen3,canonical_revoked
tr,ur,0.017241379310344827,qwen3,canonical_revoked
ur,ur,1.0,qwen3,canonical_revoked
yo,ur,0.02666666666666667,qwen3,canonical_revoked
de,yo,0.06473829201101929,qwen3,canonical_revoked
en,yo,0.051001821493624776,qwen3,canonical_revoked
hi,yo,0.05,qwen3,canonical_revoked
ig,yo,0.17586912065439672,qwen3,canonical_revoked
it,yo,0.08005822416302766,qwen3,canonical_revoked
ko,yo,0.0273972602739726,qwen3,canonical_revoked
ru,yo,0.02119205298013245,qwen3,canonical_revoked
tr,yo,0.09915014164305949,qwen3,canonical_revoked
ur,yo,0.02666666666666667,qwen3,canonical_revoked
yo,yo,1.0,qwen3,canonical_revoked
